.,Creator Data,Kelas,Title,Alternative Title,URL Photo,Year,Country,Synopsis,Availability,Genres (Up to 5),Actor (Up to 9),Link Trailer,Award,Trailer(link YT)
208,Akmal G. ,3A,The Da Vinci Code,-,https://upload.wikimedia.org/wikipedia/id/9/9b/The_da_vinci_code.jpg,2006,United States,"A murder in Paris' Louvre Museum and cryptic clues in some of Leonardo da Vinci's most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that -- should it come to light -- could rock the very foundations of Christianity.",Netflix,"Globerotting Adventure, Suspense Mystery, Mystery, Thriller","Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen, Paul Bettany, Alfred Molina",https://www.imdb.com/video/vi2369847833/?playlistId=tt0382625&ref_=ext_shr_lnk,"2007 Winner ASCAP Award
2006 Winner IFMCA Award
2006 Winner Golden Schmoes
",https://youtu.be/5sU9MT8829k?si=hlYLoPjj0NzxCTS3
209,Akmal G. ,3A,Inferno,-,https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_.jpg,2016,United States,"Famous symbologist Robert Langdon (Tom Hanks) follows a trail of clues tied to Dante, the great medieval poet. When Langdon wakes up in an Italian hospital with amnesia, he teams up with Sienna Brooks (Felicity Jones), a doctor he hopes will help him recover his memories. Together, they race across Europe and against the clock to stop a madman (Ben Foster) from unleashing a virus that could wipe out half of the world's population.",Netflix,"Action, Adventure, Crime, Drama, Mystery","Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster, Omar Sy, Ana Ularu, Ida Darvish",https://www.imdb.com/video/vi396539673/?playlistId=tt3062096&ref_=ext_shr_lnk,"2017 Winner ASCAP Award
2017 Winner Gold Winner
2016 Winner Canopus Award
2019 Winner Best Documentary Short Film",https://youtu.be/RH2BD49sEZI?si=M0D6nbooVBubx2qI
210,Akmal G. ,3A,6 Underground,-,https://m.media-amazon.com/images/M/MV5BNzE2ZjQxNjEtNmI2ZS00ZmU0LTg4M2YtYzVhYmRiYWU0YzI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,2019,United States,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",Netflix,"Action, Thriller","Ryan Reynolds, Melanie Laurent, Manuel Garcia Rulfo, Ben Hardy, Adria Arjona",https://www.imdb.com/video/vi2200092441/?playlistId=tt8106534&ref_=ext_shr_lnk,-,https://youtu.be/YLE85olJjp8?si=RhBp3nlYhwKVT7p5
211,Roy,3A,American Horror Story,-,https://m.media-amazon.com/images/M/MV5BNDM4OThkN2MtZWU0MC00NzE5LWEwZWUtZGNjNWE5MWFiMDhlXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_FMjpg_UY2048_.jpg,2011,United States,"Physical and psychological horrors affect a decomposing family, workers and residents of an insane asylum, a coven of witches, a cast of circus freaks, the employees and guests at a struggling hotel, a family who moved into a mysterious farmhouse, the members of a small suburb in Michigan, the surviving members of the Apocalypse and the counselors of a creepy summer camp in this haunting anthology series, focusing on the themes of infidelity, sanity, oppression, discrimination, addiction and exploitation.",imdb,"Drama, Horror, Sci-Fi, Thriller","Lady Gaga, Kathy Bates",https://imdb-video.media-imdb.com/vi3632907801/1434659607842-pgv4ql-1712065971121.mp4?Expires=1724739388&Signature=acH4JHe3V4O1ZnPot4loqu~WlrFifZi6vzjEzvDpWp0E2~SzdOelP5iAjPQvptpG4LIw658w3QZZ5KcyfJR72APPtfovPGoZ2DGvutO2U8hUlxo38XSJwAPY30pY4Zaa8tJ-fNKMQ169nCvk~~M03U2d6aOVCJsdYW0lcFmtsIJyhMt9TSzNpPYwoPt6BxWt4u2MSUp80Kvi82oV0R6IHoIGsgoE01pPPdvxtR6JVNvH6REXSLu1xHs~usK48ymtbHvCwR6FVYgoIkqOxGAxCGMv7SZKwpThy2K-fzVuSmm3TgBaDgqtoj7b9nA~-AdYLxc7Rs5m71aDdL6fbH8A3A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,
212,Roy,3A,The Amityville Horror,-,https://m.media-amazon.com/images/M/MV5BMTZlZDQxZDktYmQ3Ny00Nzk5LWI0N2YtYmFjMjBhYWViYzJmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_FMjpg_UY2048_.jpg,2005,United States,"In December 1975, George and Kathy Lutz along with their three children move into an elegant Long Island house. What they don't know is that the house was the site of a horrific mass murder a year before. They decide to keep the house and attempt to keep the horror in the past, but are now haunted by a murderous presence. This is until, George starts to behave weirdly and their daughter, Chelsea starts to see people. What follows is 28 days of sheer, unbridled terror for the family with demonic visions of the dead. Based on the true story of George and Kathy Lutz, The Amityville Horror remains one of the most horrifying haunted house stories ever told - because it actually happened.—Film_Fan",imdb,Horror,"Ryan Reynolds, Melissa George, Jimmy Bennett",https://imdb-video.media-imdb.com/vi3797533465/1434659607842-pgv4ql-1646866771188.mp4,,
213,Roy,3A,A Classic Horror Story,-,https://m.media-amazon.com/images/M/MV5BNGZmODA3ZjAtMDU4Zi00MWMxLWEzNTAtMGZmMmNjZGFlOTRhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_FMjpg_UX729_.jpg,2021,United States,"Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",imdb,"Drama, Horror, Mystery, Thriller","Matilda Anna Ingrid Lutz, Francesco Russo",https://imdb-video.media-imdb.com/vi2143993881/1434659607842-pgv4ql-1621618260433.mp4,,
214,Roy,3A,Insidious,-,https://m.media-amazon.com/images/M/MV5BMTRmYjE3MjItNWJiNC00NWNkLTgyZjYtYmYwOGE2M2U0MTQzXkEyXkFqcGc@._V1_FMjpg_UX470_.jpg,2010,United States,"A gripping story of a family in search of help for their son, Dalton, who fell into a coma after a mysterious incident in the attic. Little do they know that there is much more to this endless sleep than meets the eye as they explore the paranormal, and rediscover the past; the key to getting their son back once and for all.—David Murray Arthur",imdb,"Horror, Mystery, Thriller","Patrick Wilson, Rose Byrne, Ty Simpkins",https://imdb-video.media-imdb.com/vi1929288729/1434659607842-pgv4ql-1616202535864.mp4,,
215,Roy,3A,Insidious: Chapter 2,-,"https://m.media-amazon.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_QL75_UX380_CR0,1,380,562_.jpg",2013,United States,"Renai is interrogated by a police detective about the supernatural events in the house. While the police investigate the house, the Lambert family temporarily moves to the old house of Lorraine Lambert. Renai is haunted by a woman in white and Josh has a strange behavior at home. Meanwhile Lorraine seeks out Elise's partners Specs and Tucker expecting to find answers.—Claudio Carvalho, Rio de Janeiro, Brazil",imdb,"Horror, Mystery, Thriller","Patrick Wilson, Rose Byrne, Barbara Hershey",https://imdb-video.media-imdb.com/vi4286163225/1434659607842-pgv4ql-1616202855755.mp4,,
216,Rama,3A,Before Midnight,,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/qbGKJmNUroDz75kh5Oafoall89e.jpg,2013,United States,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",netflix,"Romance, Drama","Ethan Hawke, Julie Delpy",,Oscar,
217,Rama,3A,Before Sunrise,,https://image.tmdb.org/t/p/w1280/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995,United States,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",netflix,"Romance, Drama","Ethan Hawke, Julie Delpy",,,
218,Rama,3A,Before Sunset,,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,2004,United States,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",netflix,"Romance, Drama","Ethan Hawke, Julie Delpy",,,
219,Rama,3A,Her,,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lEIaL12hSkqqe83kgADkbUqEnvk.jpg,2003,United States,"Di Los Angeles di masa depan yang tidak jauh, seorang penulis kesepian mengembangkan hubungan dengan ""Samantha"", entitas artifisial yang berwawasan luas dan sensitif.","netflix, hbo","Romance, Drama","Joaquin Phoenix, Scarlett Johansson",,,
220,Rama,3A,500 days of summer,,,,,,,,,,,
221,Hasna,3A,10 Things I Hate About You,,https://www.imdb.com/title/tt0147800/mediaviewer/rm953815296/?ref_=ext_shr_lnk,1999,United States,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",Netflix,"Romance, Drama, Comedy","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt",https://www.imdb.com/video/vi911933977/?playlistId=tt0147800&ref_=ext_shr_lnk,CFCA Award,https://youtu.be/uE7qjQlfoRs?si=A4BpkWgOnDRd4lY9
222,Hasna,3A,"Jalan yang Jauh, Jangan Lupa Pulang",,https://www.imdb.com/title/tt23472308/mediaviewer/rm1705851905/?ref_=ext_shr_lnk,2023,Indonesia,"Studying abroad in London, Aurora struggles with her relationships while away from her family in this sequel to ""One Day We'll Talk About Today.""",Netflix,"Drama, Family, Adventure","Sheila Dara Aisha, Rio Dewanto, Rachel Amanda, Lutesha, Jerome Kurnia, Ganindra Bimo, Martino Lio, Agla Artalidia, Ayushita",,Piala Citra,https://youtu.be/RX_F6AoQphc?si=ZIif06-9t4DiXvlv
223,Hasna,3A,The Medium,,,,,,,,,,,
224,Hasna,3A,Ngeri-Ngeri Sedap,,,,,,,,,,,
225,Hasna,3A,1922,,,,,,,,,,,
226,Retra,3A,Breaking Bad,,https://www.imdb.com/title/tt0903747/mediaviewer/rm3116305665/?ref_=tt_ov_i,2008-2013,United States,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student to secure his family's future.,Netflix,,,,,
227,Retra,3A,Better Call Saul,,https://www.imdb.com/title/tt3032476/mediaviewer/rm1307512577/?ref_=tt_ov_i,2015-2022,United States,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to and into his fateful run-in with Walter White and Jesse Pinkman., Netflix,,,,,
228,Retra,3A,Narcos,,,,,,,,,,,
229,Retra,3A,Oppenheimer ,,,,,,,,,,,
230,Retra,3A,Shaolin Soccer,,,,,,,,,,,
231,Niqa,3B,You're Beautiful ,,https://i.pinimg.com/originals/45/41/58/4541587edf649cbb74c2fb0b13363144.jpg,2009,Korean,,,,,,,
232,Niqa,3B,Castle,,https://static.cinemagia.ro/img/db/movie/03/49/80/castle-160337l.jpg,2009-2017,United States,,,,,,,
233,Niqa,3B,Criminal Mind,,https://picfiles.alphacoders.com/125/thumb-1920-125663.jpg,2005-2023,United States,,,,,,,
236,Ferdi,3B,Detective Conan: The Last Wizard of the Century,Meitantei Konan: Seikimatsu no Majutsushi,https://www.detectiveconanworld.com/wiki/images/thumb/6/6f/Movie3poster.jpg/275px-Movie3poster.jpg,1999,Japan,Conan takes on the notorious thief Kaitou Kid in a battle of wits involving a precious Russian Easter egg.,"Amazon Prime Video, Crunchyroll","Animation, Mystery, Adventure, Thriller, Crime","Minami Takayama, Wakana Yamazaki, Akira Kamiya, Kappei Yamaguchi, Chafurin, Wataru Takagi, Yukiko Iwai, Ikue Otani, Naoko Matsui",,,https://youtu.be/YW_t7Y93Rnc?si=o0cLyqfNEmw20s9w
237,Ferdi,3B,Detective Conan: Captured in Her Eyes,Meitantei Konan: Hitomi no Naka no Ansatsusha,https://www.detectiveconanworld.com/wiki/images/thumb/5/59/Movie4poster.jpg/275px-Movie4poster.jpg,2000,Japan,"After witnessing a murder, Ran loses her memory and Conan must protect her from being targeted by the killer.",,"Animation, Mystery, Adventure, Thriller, Crime","Minami Takayama, Wakana Yamazaki, Akira Kamiya, Kappei Yamaguchi, Chafurin, Wataru Takagi, Yukiko Iwai, Ikue Otani, Naoko Matsui",,,https://youtu.be/kZGz0zrzlQw?si=HzeIPA9FWfM5TN0M
238,Ferdi,3B,Home Alone,,https://upload.wikimedia.org/wikipedia/en/7/76/Home_alone_poster.jpg,1990,United States,An 8-year-old boy is accidentally left home alone by his family during Christmas vacation and must defend his home against two inept burglars.,"Disney+, Amazon Prime Video","Comedy, Family","Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard, Roberts Blossom, Devin Ratray, Angela Goethals, Gerry Bamman",https://www.imdb.com/video/vi490651929/?playlistId=tt0099785&ref_=tt_ov_vi,,https://youtu.be/NOIgZYlYvyk?si=WRFYgNPzHPNAeNy0
239,Ferdi,3B,Home Alone 2: Lost in New York,,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Home_Alone_2.jpg/220px-Home_Alone_2.jpg,1992,United States,"Kevin accidentally boards a flight to New York City and gets separated from his family who are on their way to Miami. He then bumps into two of his old enemies, who plan to rob a toy store.","Disney+, Amazon Prime Video, Hulu","Comedy, Family","Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard, Tim Curry, Brenda Fricker, Eddie Bracken, Rob Schneider",https://www.imdb.com/video/vi1197259545/?playlistId=tt0104431&ref_=tt_ov_vi,,https://youtu.be/5h9VDUNtoto?si=B0bqZ_SQxU9Exswt
240,Ferdi,3B,Home Alone 3,,https://upload.wikimedia.org/wikipedia/en/c/cc/Home_Alone_3_film.jpg,1997,United States,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.","Disney+, Amazon Prime Video","Comedy, Family","Alex D. Linz, Olek Krupa, Rya Kihlstedt, Lenny von Dohlen, David Thornton, Haviland Morris, Kevin Kilner, Marian Seldes, Scarlett Johansson",https://www.imdb.com/video/vi2796355865/?playlistId=tt0119303&ref_=tt_ov_vi,,https://youtu.be/PP--dDh4axI?si=OV6lgDXfIUOAD8Qk
241,Dean,3A,Despicable Me,,https://xl.movieposterdb.com/10_06/2010/1323594/xl_1323594_2b69270c.jpg?v=2024-08-05%2013:30:11,2010,United States,"In a happy suburban neighborhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbors, hidden beneath this house is a vast secret hideout. Surrounded by a small army of minions, we discover Gru (Steve Carell), planning the biggest heist in the history of the world. He is going to steal the moon. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze rays, and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential Dad. The world's greatest villain has just met his greatest challenge: three little girls named Margo (Miranda Cosgrove), Edith (Dana Gaier), and Agnes (Elsie Fisher).",Netflix,"Animation, Adventure, Comedy, Crime, Family Sci-Fi","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher",https://www.imdb.com/video/vi1581384729/?playlistId=tt1323594&ref_=tt_ov_vi,,https://youtu.be/zzCZ1W_CUoI?si=9zVVTZI8tBr7SxkQ
242,Dean,3A,Despicable Me 2,,https://xl.movieposterdb.com/15_02/2013/1690953/xl_1690953_473a6949.jpg?v=2024-05-16%2019:32:27,2013,United States,"While Gru, the ex-supervillain is adjusting to family life and an attempted honest living in the jam business, a secret Arctic laboratory is stolen. The Anti-Villain League decides it needs an insider's help and recruits Gru in the investigation. Together with the eccentric AVL agent, Lucy Wilde, Gru concludes that his prime suspect is the presumed dead supervillain, El Macho, whose his teenage son is also making the moves on his eldest daughter, Margo. Seemingly blinded by his overprotectiveness of his children and his growing mutual attraction to Lucy, Gru seems on the wrong track even as his minions are being quietly kidnapped en masse for some malevolent purpose.",Netflix,"Animation, Adventure, Comedy, Crime, Family Sci-Fi","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher",https://www.imdb.com/video/vi245343769/?playlistId=tt1690953&ref_=tt_pr_ov_vi,,https://youtu.be/TlbnGSMJQbQ?si=7fwRoOeiDCimK7Yq
243,Dean,3A,Despicable Me 3,,https://xl.movieposterdb.com/20_06/2017/3469046/xl_3469046_30126921.jpg?v=2024-08-06%2019:50:11,2017,United States,"After he is fired from the Anti-Villain League for failing to take down the latest bad guy to threaten humanity, Gru (Steve Carell) finds himself in the midst of a major identity crisis. But when a mysterious stranger shows up to inform Gru that he has a long-lost twin brother - a brother who desperately wishes to follow in his twin's despicable footsteps - one former supervillain will rediscover just how good it feels to be bad.",Netflix,"Animation, Adventure, Comedy, Crime, Family Sci-Fi","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher",https://www.imdb.com/video/vi3318790425/?playlistId=tt3469046&ref_=tt_ov_vi,,https://youtu.be/6DBi41reeF0?si=M3-e-Dc0alqjbnZ6
244,Dean,3A,Despicable Me 4,,https://xl.movieposterdb.com/24_02/2024/7510222/xl_despicable-me-4-movie-poster_3c4ff16e.jpg?v=2024-08-19%2012:46:58,2024,United States,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",,"Animation, Adventure, Comedy, Crime, Family Sci-Fi","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher",https://www.imdb.com/video/vi2096088601/?playlistId=tt7510222&ref_=tt_ov_vi,,https://youtu.be/LtNYaH61dXY?si=iuxTe-GH10U-jktB
245,Dean,3A,Minions,,https://xl.movieposterdb.com/15_02/2015/2293640/xl_2293640_644af6d9.jpg?v=2024-08-06%2001:11:59,2015,United States,"Ever since the dawn of time, the Minions have lived to serve the most despicable of masters. From the T-Rex to Napoleon, the easily distracted tribe has helped the biggest and the baddest of villains. Now, join protective leader Kevin, teenage rebel Stuart, and lovable little Bob on a global road trip. They'll earn a shot to work for a new boss, the world's first female supervillain, and try to save all of Minionkind from annihilation.",Netflix,"Animation, Adventure, Comedy, Crime, Family Sci-Fi","Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin, Allison Janney, Steve Coogan, Jennifer, Geoffrey Rush, Steve Carell, Katy Mixon ",https://www.imdb.com/video/vi996454425/?playlistId=tt2293640&ref_=tt_pr_ov_vi,,https://youtu.be/eisKxhjBnZ0?si=6CXztBK0pwJoTU2V
246,Firman,3A,Pirates of the Caribbean: The Curse of the Black Pearl,,https://a.ltrbxd.com/resized/film-poster/2/6/9/5/2695-pirates-of-the-caribbean-the-curse-of-the-black-pearl-0-1000-0-1500-crop.jpg?v=272b36c0d8,2003,United States,"This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made",Hotstar,"Action, Adventure, Fantasy","Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jack Davenport, Jonathan Pryce, Lee Arenberg",https://www.imdb.com/video/vi2529559321/?playlistId=tt0325980&ref_=tt_pr_ov_vi,2004 Nominee MTV Movie Award : Best Movie,https://youtu.be/naQr0uTrH_s?si=v4LXSox8FcDrPK6y
247,Firman,3A,Pirates of the Caribbean: Dead Man's Chest,,https://a.ltrbxd.com/resized/film-poster/5/1/9/8/9/51989-pirates-of-the-caribbean-dead-man-s-chest-0-1000-0-1500-crop.jpg?v=f9c46ae728,2006,United States,"Once again we're plunged into the world of sword fights and ""savvy"" pirates. Captain Jack Sparrow is reminded he owes a debt to Davy Jones, who captains the flying Dutchman, a ghostly ship, with a crew from hell. Facing the ""locker"" Jack must find the heart of Davy Jones but to save himself he must get the help of quick-witted Will Turner and Elizabeth Swann. If that's not complicated enough, Will and Elizabeth are sentenced to hang, unless Will can get Lord Cutler Beckett Jack's compass. Will is forced to join another crazy adventure with Jack.",Hotstar,"Action, Adventure, Fantasy","Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jack Davenport, Jonathan Pryce, Lee Arenberg",https://www.imdb.com/video/vi3077572377/?playlistId=tt0383574&ref_=tt_pr_ov_vi,2006 Winner Teen Choice Award,https://youtu.be/SNA-Ezahmok?si=Sh13Whh-ESV4Hukc
248,Firman,3A,Pirates of the Caribbean: At World's End,,https://a.ltrbxd.com/resized/film-poster/5/1/7/7/3/51773-pirates-of-the-caribbean-at-world-s-end-0-1000-0-1500-crop.jpg?v=6d572cf726,2007,United States,"After losing Jack Sparrow to the locker of Davy Jones, the team of Will Turner, Elizabeth Swan and Captain Barbossa make their final alliances with the pirate world to take on the forces of Lord Cutler Beckett and his crew, including Davy Jones, who he now has control over. It's not going to be easy, as they must rescue Sparrow, convince all the pirate lords to join them and defeats Beckett, whilst each individual pirate has their own route which they wish to follow. ",Hotstar,"Action, Adventure, Fantasy","Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jack Davenport, Jonathan Pryce, Lee Arenberg",https://www.imdb.com/video/vi3821315609/?playlistId=tt0449088&ref_=tt_pr_ov_vi,2008 Nominee Blimp Award : Favorite Movie,https://youtu.be/HKSZtp_OGHY?si=Yf_jU7WrbUvWgf2n
249,Firman,3A,Pirates of the Caribbean: On Stranger Tides,,https://a.ltrbxd.com/resized/film-poster/5/0/7/3/5/50735-pirates-of-the-caribbean-on-stranger-tides-0-1000-0-1500-crop.jpg?v=84b9897282,2011,United States,"Captain Jack Sparrow (Johnny Depp) crosses paths with a woman from his past, Angelica (Penélope Cruz), and he's not sure if it's love, or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard (Ian McShane), Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Hotstar,"Action, Adventure, Fantasy","Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane, Kevin McNally, Sam Claflin, Astrid Bergès-Frisbey",https://www.imdb.com/video/vi3747192089/?playlistId=tt1298650&ref_=tt_pr_ov_vi,2013 Nominee People's Choice Award,https://youtu.be/0BXCVe8Yww4?si=J1wWAZ4nziK5UT_U
250,Firman,3A,Pirates of the Caribbean: Dead Men Tell No Tales,,https://a.ltrbxd.com/resized/film-poster/1/2/3/0/6/6/123066-pirates-of-the-caribbean-dead-men-tell-no-tales-0-1000-0-1500-crop.jpg?v=67c23b3308,2017,United States,"Captain Jack Sparrow (Johnny Depp) finds the winds of ill-fortune blowing even more strongly when deadly ghost pirates led by his old nemesis, the terrifying Captain Salazar (Javier Bardem), escape from the Devil's Triangle, determined to kill every pirate at sea...including him. Captain Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, a powerful artifact that bestows upon its possessor total control over the seas.",Hotstar,"Action, Adventure, Fantasy","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally",https://www.imdb.com/video/vi172733977/?playlistId=tt1790809&ref_=tt_pr_ov_vi,2017 Nominee Teen Choice Award,https://youtu.be/Hgeu5rhoxxY?si=skbqzd6mgLHh4Fio
251,Thoriq,3B,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,https://cdn.myanimelist.net/images/anime/1825/142258.jpg,2024,Japan,"Seirei Academy is a prestigious school attended by the very best students in Japan. Alisa Mikhailovna ""Alya"" Kujou, the half-Russian and half-Japanese treasurer of the school's student council, is known for her intelligence, stunning looks, and rigid personality. Contrasting her near-flawless persona, Alya's unmotivated classmate Masachika Kuze slacks off during lessons and seems to show no interest in her.

Initially irritated, Alya gradually becomes more intrigued by Masachika and starts expressing her affection for him in Russian. However, she is oblivious to his secret—he understands the language fluently! Due to a childhood friend who was temporarily staying in Japan, Masachika has been studying Russian in hopes of reuniting with her.

As the two spend more time together, the playful and eccentric relationship between them quickly deepens. In the meantime, both must learn to navigate their new growing feelings for one another.",Cruncyroll,"Anime, Comedy, Romance","Sumire Uesaka, Kouhei Amasaki, Wakana Maruoka, Yukiyo Fujii, Saya Aizawa",https://www.youtube.com/watch?v=pBX6TtOlYow,,https://www.youtube.com/watch?v=pBX6TtOlYow
252,Thoriq,3B,Godzilla x Kong: The New Empire,,https://posters.movieposterdb.com/24_03/2024/14539740/s_godzilla-x-kong-the-new-empire-movie-poster_df4bd47b.jpg,2024,United States,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",Netflix,"Animation, Action, Sci-Fi","Rebecca Hall, Brian Tyree Henry, Dan Stevens",https://www.youtube.com/watch?v=lV1OOlGwExM,,https://www.youtube.com/watch?v=lV1OOlGwExM
253,Thoriq,3B,Kiss x Sis,,https://cdn.myanimelist.net/images/anime/1660/121553.jpg,2010,Japan,"After Keita Suminoe's mother passed away, his father promptly remarried, introducing two step-sisters into Keita's life: twins Ako and Riko. But since their fateful first encounter, a surge of incestuous love for their younger brother overcame the girls, beginning a lifelong feud for his heart.

Now at the end of his middle school career, Keita studies fervently to be able to attend Ako and Riko's high school. While doing so however, he must resolve his conflicting feelings for his siblings and either reject or succumb to his sisters' intimate advances. Fortunately—or perhaps unfortunately for Keita—his sisters aren't the only women lusting after him, and there's no telling when the allure of temptation will get the better of the boy as well.",BiliBili,"Comedy, Romance, Ecchi","Yuiko Tatsumi, Ayana Taketatsu, Ken Takeuchi",https://youtu.be/hemw2TBFtP8,,https://youtu.be/hemw2TBFtP8
254,Thoriq,3B,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,https://cdn.myanimelist.net/images/anime/1517/100633.jpg,2019,Japan,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them.

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.",Netflix,"Action, Drama, Suspense","Hiroshi Kamiya, Yuuki Kaji, Yui Ishikawa",https://youtu.be/hKHepjfj5Tw,,https://youtu.be/hKHepjfj5Tw
255,Thoriq,3B,Annabelle,,https://posters.movieposterdb.com/14_09/2014/3322940/l_3322940_9caff983.jpg,2014,United States,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,Netflix,"Horror, Mystery, Thriller","Ward Horton, Annabelle Wallis, Alfre Woodard",https://www.youtube.com/watch?v=paFgQNPGlsg,,https://www.youtube.com/watch?v=paFgQNPGlsg
